accession_code,ProtT5_32_dim_0,ProtT5_32_dim_1,ProtT5_32_dim_2,ProtT5_32_dim_3,ProtT5_32_dim_4,ProtT5_32_dim_5,ProtT5_32_dim_6,ProtT5_32_dim_7,ProtT5_32_dim_8,ProtT5_32_dim_9,ProtT5_32_dim_10,ProtT5_32_dim_11,ProtT5_32_dim_12,ProtT5_32_dim_13,ProtT5_32_dim_14,ProtT5_32_dim_15,ProtT5_32_dim_16,ProtT5_32_dim_17,ProtT5_32_dim_18,ProtT5_32_dim_19,ProtT5_32_dim_20,ProtT5_32_dim_21,ProtT5_32_dim_22,ProtT5_32_dim_23,ProtT5_32_dim_24,ProtT5_32_dim_25,ProtT5_32_dim_26,ProtT5_32_dim_27,ProtT5_32_dim_28,ProtT5_32_dim_29,ProtT5_32_dim_30,ProtT5_32_dim_31
Q9K498,0.29816997,0.11183901,0.57548326,-0.1198507,-0.53730035,-0.38201594,0.14002985,0.15163153,0.054725725,-0.007991523,-0.5440012,-0.16833673,0.37294686,-0.20490882,-0.5295094,-0.33887503,-0.39072874,0.10513903,-0.0053477325,-0.18049468,-0.3383474,0.20216691,-0.03140466,-0.05109138,-0.4088281,0.4236064,0.46805406,0.2653747,-0.1340435,-0.10383215,0.09075692,-0.5458665
O95319,0.6904091,-0.032137178,0.63114876,-0.393698,-0.6049156,-0.19325876,0.05495792,-0.06494046,-0.07066807,0.8613741,-0.39557964,-0.353885,0.42915952,-0.1876933,-0.79465103,-0.31487778,-0.36009336,0.3824778,-0.14735255,0.061949026,-0.074566275,0.15808871,0.06267783,-0.017099531,-0.30482233,0.7918638,0.54527426,0.915385,-0.037113145,-0.14255701,0.28353056,-0.081566535
O09118,-0.14947486,-0.1493355,-0.39952707,0.23459128,0.32636124,0.291813,-0.21790306,-0.12810238,0.20397592,-0.21519385,-0.030423075,0.12155118,-0.4078647,-0.33702624,0.33641553,0.21540199,0.39316696,0.122130826,0.11413008,-0.08039105,-0.109918416,-0.32365838,-0.2297014,0.054331414,0.009618528,-0.26915628,-0.10849267,-0.14736518,0.18810073,-0.08429403,-0.44569057,-0.15463984
P45880,0.69389856,0.14966482,0.9058868,-0.388253,-0.8666187,-0.5364838,0.20942289,0.1468375,0.019652653,0.4608646,-0.68557715,-0.38991135,0.6829309,-0.109521,-0.97547626,-0.50853705,-0.6014411,0.28325808,-0.16795525,-0.04857088,-0.30410612,0.30754185,0.086493686,-0.121627055,-0.50990206,0.8266307,0.70642066,0.7510302,-0.15225115,-0.13297601,0.33706984,-0.39251524
O60381,-0.27923146,-0.17598838,-0.6711492,0.3293279,0.5694473,0.4244322,-0.30161542,-0.13264722,0.13333273,-0.32932597,0.12658155,0.1259045,-0.60852444,-0.3437966,0.68980837,0.3715198,0.5376742,0.04179898,0.18364212,-0.12564087,-0.053956263,-0.4054584,-0.29088646,0.07329466,0.11855564,-0.47025287,-0.2988623,-0.379007,0.1921302,0.00054764,-0.57194567,-0.08631876
P06312,-0.1907737,-0.053491563,-0.27696306,0.28815433,0.2040675,0.09500268,-0.12952764,0.018996991,0.24344869,-0.5107872,-0.19192411,0.10369112,-0.27724078,-0.28662813,0.3046236,0.12813076,0.25607046,0.0508269,0.117157534,-0.15317786,-0.26004162,-0.24161562,-0.2257534,-0.02049256,-0.10248432,-0.29071248,-0.057495028,-0.30887476,0.11504294,-0.05866742,-0.4496602,-0.37111557
P0A935,0.31984657,0.09255369,0.52844685,-0.14639314,-0.4743051,-0.29271147,0.100879066,0.023538359,0.084351316,0.14898415,-0.49123418,-0.09583588,0.30463254,-0.25836247,-0.5902863,-0.32216024,-0.3118518,0.16771972,-0.02167989,-0.1281956,-0.26395223,0.14250505,-0.0154353455,-0.0033326317,-0.3716031,0.42419666,0.49153233,0.3655537,-0.08625373,-0.16717768,0.10501835,-0.44865716
P0C8E7,-0.39122504,-0.42807806,-1.1511202,0.40567967,1.0543725,0.9271999,-0.5623333,-0.4802567,0.010420311,0.16030963,0.5720451,0.2529599,-1.0501196,-0.4853056,1.0745425,0.6594963,0.9101365,0.14973393,0.24361435,-0.020003438,0.27760783,-0.6367452,-0.30873019,0.1902072,0.420885,-0.5974516,-0.5846586,-0.28421202,0.32644838,0.0046998635,-0.6684706,0.28699774
O43572,-0.32172656,-0.11223673,-0.69060576,0.37932447,0.59905446,0.37403464,-0.29601505,-0.12306947,0.17138298,-0.46590894,0.10081568,0.18890351,-0.61591446,-0.36382142,0.7025784,0.36293587,0.5279028,0.009070426,0.20989314,-0.16282196,-0.09590819,-0.4007244,-0.28890094,0.06764912,0.08675764,-0.5553624,-0.28936836,-0.49630842,0.16041441,-0.012213513,-0.5904659,-0.16149342
Q9H211,-0.34598738,-0.10036421,-0.70896965,0.40831947,0.6236903,0.36053494,-0.29991964,-0.12086824,0.17823438,-0.50293964,0.106869966,0.22086939,-0.6273559,-0.3745167,0.72608966,0.36967662,0.5223107,-0.0059575588,0.22994938,-0.18132132,-0.10673656,-0.40143862,-0.28869647,0.06892603,0.08318708,-0.58974385,-0.294148,-0.5451844,0.15174858,-0.010417759,-0.6000931,-0.19322205
Q9H0M0,-0.099567965,-0.07629106,-0.24002267,0.20260552,0.17767996,0.11855601,-0.121472836,-0.004248567,0.17814177,-0.34184402,-0.17769031,0.031691067,-0.25407544,-0.26674753,0.25682276,0.113382995,0.24710327,0.08047513,0.08644676,-0.12892531,-0.2016198,-0.23519391,-0.20753111,-0.0113065485,-0.07978289,-0.1929916,-0.029726595,-0.19433117,0.112085365,-0.04621151,-0.40373832,-0.2774474
O42661,0.7376534,-0.011027552,0.69373536,-0.41883603,-0.69918066,-0.24896672,0.077522136,0.0055519864,-0.069595724,0.83568704,-0.45832667,-0.43723315,0.510731,-0.13947667,-0.8354482,-0.3446392,-0.41684216,0.38659024,-0.17687993,0.075971305,-0.1097718,0.18866125,0.06643826,-0.06702919,-0.34342304,0.84472626,0.56000364,0.95100796,-0.047580197,-0.124498874,0.30740812,-0.09426902
Q92448,0.46089303,0.15431584,0.75625265,-0.24021897,-0.6960469,-0.49299774,0.1920566,0.17984784,0.0029098727,0.14964485,-0.616191,-0.27411464,0.53056663,-0.16169596,-0.7162343,-0.4417762,-0.5271818,0.14042175,-0.05219141,-0.1665805,-0.33756363,0.28823876,0.022902548,-0.079401754,-0.47515288,0.60069865,0.58516324,0.42611173,-0.19000685,-0.100988805,0.21821296,-0.5262243
P08621,0.63247895,-0.043008626,0.5662945,-0.35782638,-0.51857615,-0.15781784,0.03328853,-0.10012809,-0.084829584,0.8476387,-0.34261212,-0.29766572,0.3607821,-0.22019233,-0.71816224,-0.2807197,-0.3184141,0.36069947,-0.105724394,0.033650275,-0.04771382,0.13862327,0.04218231,0.014041131,-0.27304265,0.7306446,0.5150891,0.84867084,-0.03435956,-0.14116707,0.2546298,-0.08376174
P61077,0.78407526,0.06514521,0.7719174,-0.44163606,-0.78982455,-0.36250043,0.12421615,0.09848667,-0.061608564,0.7315597,-0.557495,-0.5153011,0.6082333,-0.08309001,-0.87985724,-0.40400016,-0.50133914,0.3604693,-0.20416155,0.060832847,-0.17536552,0.2276119,0.07754171,-0.13790658,-0.4132155,0.87127495,0.5993973,0.9099728,-0.09535216,-0.09898475,0.33431616,-0.1488949
P19087,0.72026634,0.117067695,0.8477565,-0.40472654,-0.81666213,-0.46262702,0.17416242,0.1082856,-0.00731064,0.5650311,-0.62749374,-0.41377625,0.640739,-0.115645245,-0.93770415,-0.46317455,-0.552884,0.31292793,-0.1738655,-0.017108772,-0.24896139,0.2785197,0.084777415,-0.116919525,-0.4671726,0.83373463,0.6669471,0.8017417,-0.13615209,-0.12473868,0.33257732,-0.30438817
P11325,0.43913347,0.19055207,0.863406,-0.21991326,-0.8012387,-0.6039282,0.24308985,0.24688107,0.062426973,0.015054688,-0.7092514,-0.22861907,0.616131,-0.15209413,-0.8181744,-0.5184306,-0.611997,0.09947547,-0.03978761,-0.19478935,-0.4328005,0.34149426,0.025588602,-0.08805012,-0.550149,0.60666215,0.64807546,0.38906515,-0.21059445,-0.1358451,0.22897953,-0.6534185
Q9NRI5,-0.3811257,-0.14819697,-0.804341,0.4211178,0.7253403,0.4484103,-0.34630194,-0.16503945,0.14493491,-0.4378211,0.20515737,0.24551037,-0.7195192,-0.3994437,0.8240508,0.415353,0.5842828,-0.018763185,0.25988212,-0.19065635,-0.04595103,-0.44241184,-0.29392776,0.09939826,0.14371955,-0.6284638,-0.35174534,-0.55972505,0.16424482,0.0019741803,-0.6228487,-0.13368355
P18708,0.67451257,0.13145687,0.85613066,-0.3787702,-0.80633134,-0.48603913,0.18960539,0.10917207,0.0070764013,0.49424845,-0.6411097,-0.36416999,0.6302325,-0.13265918,-0.9351404,-0.4795046,-0.5586728,0.28593537,-0.1535189,-0.046886586,-0.27203918,0.28451747,0.08287984,-0.1024431,-0.48022372,0.8003896,0.68160546,0.7412952,-0.14600408,-0.13693134,0.3216519,-0.363025
O81862,0.2985937,0.15514283,0.65638644,-0.10824988,-0.6122409,-0.4807231,0.18186712,0.19717729,0.09908208,-0.10328296,-0.6264653,-0.13421586,0.4504726,-0.19215216,-0.6151263,-0.40771198,-0.45891926,0.0802962,-0.0038319863,-0.19491546,-0.41242778,0.23874933,-0.018241718,-0.07094869,-0.4699623,0.4269063,0.5213697,0.24203229,-0.15829769,-0.13450196,0.10463676,-0.6366536
B7GTK2,0.63381386,0.23311748,1.0833752,-0.35678098,-1.0425446,-0.7614552,0.30279514,0.34071547,0.06709348,0.11129798,-0.8286859,-0.39021292,0.83171535,-0.05719988,-1.0527196,-0.63429844,-0.7689188,0.14203891,-0.11304921,-0.15977663,-0.4809774,0.4307096,0.06680432,-0.14315128,-0.64872116,0.80015516,0.785921,0.5768393,-0.2359868,-0.13133657,0.34565637,-0.6284504
P01139,-0.45419288,-0.43259752,-1.1372831,0.44341725,1.056472,0.9177999,-0.5554366,-0.49981123,0.05027165,0.09546678,0.56028736,0.35772008,-1.0645788,-0.51920176,1.0473629,0.6424922,0.91652566,0.12702408,0.27249354,-0.03023618,0.24876958,-0.6380414,-0.3142581,0.23926556,0.40895116,-0.64276797,-0.55993867,-0.32501784,0.33983088,-0.037543766,-0.6936238,0.21812002
Q13387,-0.26619565,-0.053571492,-0.5343485,0.35498568,0.43632585,0.2043305,-0.20517588,-0.0081544295,0.18131803,-0.5694363,-0.055477977,0.11374574,-0.44899642,-0.29411632,0.59932625,0.26887965,0.3872181,-0.009410977,0.1757265,-0.18691327,-0.19503601,-0.3200758,-0.2659801,-0.007573681,-0.006010711,-0.47624815,-0.2094433,-0.50645196,0.107735425,0.0037445724,-0.5598904,-0.2797029
P11124,-0.15317878,-0.25752413,-0.69106144,0.2212049,0.6024881,0.5270426,-0.345131,-0.18525252,0.009511877,-0.0029191822,0.23772731,-0.022498108,-0.6137448,-0.3127634,0.7142474,0.42177758,0.5758532,0.12075235,0.14093356,-0.057323586,0.06936042,-0.40890944,-0.2825259,0.07122976,0.20185468,-0.32962793,-0.3459769,-0.16968521,0.20772716,0.049919605,-0.50840807,0.13078193
O60678,0.31422722,0.12306872,0.5655331,-0.123880245,-0.5238811,-0.38195297,0.13882563,0.10913964,0.08667965,0.01810214,-0.55781084,-0.12253924,0.3667425,-0.21743833,-0.5740983,-0.35295835,-0.3710321,0.12754306,-0.019141179,-0.16106875,-0.3315176,0.17349252,-0.015417635,-0.043678008,-0.41274205,0.41170222,0.4955878,0.2899706,-0.11782563,-0.14098223,0.08804968,-0.52764314
O18334,0.760435,0.026036426,0.7313658,-0.4289859,-0.74230844,-0.30473354,0.10030467,0.04544296,-0.061868783,0.78592604,-0.5073905,-0.4697621,0.5566676,-0.11499957,-0.859264,-0.37137255,-0.45692164,0.37674558,-0.18972182,0.06930314,-0.14171015,0.20916525,0.071444914,-0.09831453,-0.37930402,0.85578674,0.5807538,0.93294835,-0.069928825,-0.11587638,0.31908956,-0.1210017
O94906,0.66987085,-0.017714217,0.6350798,-0.37831333,-0.5957627,-0.20719877,0.059074037,-0.07021142,-0.05758032,0.82497054,-0.4026951,-0.3229105,0.42570165,-0.20243031,-0.79911405,-0.31915456,-0.3615279,0.37369192,-0.13505833,0.046415906,-0.086118,0.16642213,0.060575455,-0.011047358,-0.31267107,0.7728554,0.55234325,0.88648045,-0.044957817,-0.15110649,0.28158095,-0.11183141
P01709,-0.20087463,-0.048488498,-0.28411365,0.29792097,0.21069425,0.09255783,-0.12929222,0.015551984,0.25530893,-0.53039837,-0.19594473,0.12134429,-0.28221154,-0.2907173,0.30401677,0.1285491,0.26054657,0.047484837,0.1195575,-0.15500753,-0.26746166,-0.24692892,-0.2264184,-0.018727569,-0.104014605,-0.30702692,-0.056328982,-0.3250081,0.11619091,-0.06595419,-0.45847678,-0.3810976
Q6HEJ4,0.65296566,0.2130601,1.0343317,-0.37424448,-0.99226403,-0.69330794,0.28033766,0.2846287,0.047364492,0.20721853,-0.79259765,-0.4017205,0.78434443,-0.073151454,-1.0275267,-0.6024791,-0.7167855,0.18209481,-0.1372881,-0.13541375,-0.42651892,0.39294457,0.07423675,-0.1419944,-0.6063804,0.81357414,0.76516604,0.62021255,-0.21823901,-0.12520978,0.34538993,-0.559959
O94806,8.677691e-05,-0.10291382,-0.17552318,0.11524939,0.14186348,0.15958066,-0.13914199,-0.09566799,0.14609411,-0.06737809,-0.13620993,0.033413433,-0.22639114,-0.30187678,0.11383471,0.08906778,0.22804989,0.14795789,0.069916666,-0.080244906,-0.121675916,-0.219916,-0.17541635,0.031660803,-0.063762315,-0.07287778,0.036144763,0.010321662,0.12531936,-0.091278434,-0.307047,-0.1815325
P19338,0.45410582,-0.010836944,0.33933163,-0.23880127,-0.2812129,-0.09004481,-0.009101361,-0.10462145,-0.11796492,0.601684,-0.24357773,-0.23670822,0.18526296,-0.24574435,-0.41245013,-0.16882554,-0.18548904,0.2579283,-0.029715326,-0.04840146,-0.037490577,0.07467583,-0.03268335,0.035038598,-0.19882241,0.4871316,0.36806926,0.5422609,-0.053116113,-0.08200413,0.1250129,-0.10290308
P18433,-0.13608283,-0.18158689,-0.5077286,0.22252372,0.4270522,0.36477336,-0.25568855,-0.14030203,0.11975549,-0.14211805,0.05683279,0.05056884,-0.47637466,-0.313714,0.48487675,0.2894553,0.4579503,0.119201735,0.11653224,-0.07221613,-0.04602187,-0.3545426,-0.2478641,0.054167137,0.07606817,-0.28867167,-0.19301492,-0.1645841,0.19027555,-0.024331562,-0.4737829,-0.0422706
P0AC13,0.5906396,0.19137202,0.9565467,-0.33851877,-0.89561254,-0.61944896,0.25569695,0.21696305,0.048892576,0.22217873,-0.7404717,-0.32943502,0.69331557,-0.12042607,-0.9618907,-0.56071675,-0.6469439,0.18282199,-0.11650026,-0.1366398,-0.39150688,0.3564893,0.06883708,-0.108492814,-0.5679644,0.7579998,0.7287272,0.58737636,-0.20210707,-0.14242369,0.31413096,-0.5485688
A8MT69,0.50094587,0.14238872,0.80173546,-0.2634553,-0.73743916,-0.49245313,0.19343421,0.12200067,0.055515695,0.2582757,-0.63816965,-0.21795571,0.552701,-0.18952017,-0.8459826,-0.46769646,-0.5311063,0.19875753,-0.076790184,-0.12395905,-0.3237546,0.27256387,0.049256817,-0.056525536,-0.48920318,0.64758056,0.6568017,0.539201,-0.14866035,-0.16322257,0.24667877,-0.5117804
A6NED2,-0.1277743,0.026166737,-0.04961364,0.26054284,0.0016444288,-0.13175601,-0.01748602,0.15526307,0.25853088,-0.623144,-0.38115996,0.064689346,-0.058806326,-0.23257802,0.13402535,-0.010257378,0.058484934,0.013578713,0.10393751,-0.19401042,-0.38877153,-0.117944404,-0.19005585,-0.09283095,-0.22560757,-0.18913548,0.061883964,-0.3130412,0.031129062,-0.06953481,-0.3844275,-0.54608804
P13743,0.65381837,0.18856676,0.9720612,-0.3716968,-0.9230599,-0.624627,0.25059378,0.21810749,0.038830537,0.299343,-0.74577177,-0.37944016,0.72840625,-0.098039605,-0.9940119,-0.5625801,-0.66032743,0.2185304,-0.14319548,-0.10791461,-0.37481177,0.35410827,0.07982415,-0.12954849,-0.5658626,0.80574036,0.7391424,0.65674806,-0.19352993,-0.13063529,0.3358337,-0.5011542
P0DOB5,0.5680859,0.20056011,0.9740538,-0.31923005,-0.9133839,-0.6532735,0.26539558,0.26822808,0.037637133,0.14572015,-0.750968,-0.34079087,0.71601933,-0.10695828,-0.93774647,-0.5702269,-0.6821626,0.14579825,-0.09261182,-0.16525999,-0.41877034,0.38046932,0.058540404,-0.11904731,-0.5839221,0.742847,0.718048,0.5307579,-0.2249031,-0.12332924,0.30941036,-0.59710747
P40429,0.74449605,0.04495102,0.76596344,-0.4140682,-0.76573324,-0.35015634,0.120184146,0.057539843,-0.04523645,0.7319673,-0.5383524,-0.44617316,0.58276564,-0.11653627,-0.88494277,-0.39489675,-0.48527637,0.36657974,-0.18317518,0.04947154,-0.17244649,0.22907272,0.07304679,-0.10029305,-0.40356204,0.85155386,0.60585666,0.9030869,-0.081998914,-0.121334255,0.32114574,-0.177629
P00734,-0.38149822,-0.22214247,-0.8216065,0.41449544,0.7193246,0.53926957,-0.3828236,-0.222559,0.15485178,-0.31767756,0.25570756,0.25844052,-0.7575679,-0.42314374,0.80071354,0.46066728,0.6468285,0.03874497,0.24845201,-0.12855543,0.0009551197,-0.46579105,-0.3171156,0.14684302,0.1786851,-0.5951756,-0.36749268,-0.43765667,0.2363745,-0.027765341,-0.6276357,-0.05959464
O75368,0.688343,0.15611002,0.9045574,-0.38698244,-0.8603887,-0.5368229,0.21016514,0.1416511,0.02924757,0.4453892,-0.6879866,-0.37539843,0.67786705,-0.118862785,-0.9819534,-0.5082872,-0.5963704,0.27882594,-0.16531108,-0.055818878,-0.30748412,0.30967286,0.08748853,-0.11519321,-0.51197743,0.816317,0.7109078,0.74051404,-0.15632738,-0.13973238,0.33457062,-0.3993261
D9IL10,0.7292527,0.24658568,1.0911945,-0.41044533,-1.0825292,-0.7642654,0.29318273,0.35599625,0.05024736,0.19596976,-0.83719814,-0.4964256,0.87157065,-0.016228616,-1.0758048,-0.6293845,-0.7772204,0.18979886,-0.16240436,-0.12064853,-0.45730233,0.42298806,0.07551411,-0.18781845,-0.6458327,0.8583967,0.7887225,0.6626152,-0.22989097,-0.10163592,0.37932894,-0.5439847
O95390,-0.37225148,-0.2474999,-0.8629959,0.4068055,0.75782156,0.5980911,-0.4084049,-0.27433622,0.16395484,-0.23869167,0.29347417,0.28529596,-0.79784983,-0.44407737,0.7952141,0.48802683,0.69740134,0.06700967,0.23853734,-0.09392572,0.033628866,-0.49732995,-0.31181327,0.1684683,0.20996645,-0.60026944,-0.38110727,-0.38644174,0.26405334,-0.051715784,-0.6335517,0.00010867417
O94649,-0.22773612,-0.14223777,-0.5461531,0.29017997,0.4507295,0.32829174,-0.24593404,-0.062074684,0.13002479,-0.36037058,0.03526266,0.055257045,-0.497106,-0.30304158,0.59817207,0.300837,0.4473162,0.044229366,0.15066278,-0.13454388,-0.104130715,-0.34880766,-0.27156734,0.028677402,0.06181959,-0.38532567,-0.23994824,-0.34136274,0.15806144,0.014439903,-0.52378154,-0.14184101
P99999,0.7688503,0.13279541,0.8689936,-0.42704734,-0.8658393,-0.4889858,0.18131688,0.15066057,-0.018446472,0.5769559,-0.65497524,-0.48784626,0.68646836,-0.07380086,-0.9503692,-0.4718894,-0.5837354,0.32592255,-0.20167723,0.006259393,-0.25893828,0.2816783,0.086318105,-0.1565002,-0.4833239,0.86764,0.668311,0.83265555,-0.13757999,-0.10405488,0.34959546,-0.28056294
P05112,-0.43488097,-0.40862328,-1.1235532,0.43420967,1.0274733,0.88081247,-0.5408353,-0.44587713,0.048068035,0.04822968,0.54324126,0.31727993,-1.0372963,-0.4992923,1.0480759,0.6317049,0.88493586,0.10097244,0.2745146,-0.0547826,0.22457331,-0.6181643,-0.31068814,0.21822661,0.3888116,-0.6423135,-0.55458903,-0.34764206,0.31588045,-0.021573499,-0.6864747,0.2047465
P61459,0.5831757,0.1696787,0.89465505,-0.3250163,-0.8306151,-0.5580219,0.22665185,0.15129685,0.056050766,0.2935874,-0.6988429,-0.2826266,0.6394601,-0.15216634,-0.94319355,-0.5235046,-0.5911524,0.21653104,-0.1189823,-0.11078426,-0.35011512,0.31463122,0.0744403,-0.08632555,-0.5311662,0.73473465,0.7113308,0.61395884,-0.17074168,-0.16118059,0.29859167,-0.50442386
P61457,0.5831757,0.1696787,0.89465505,-0.3250163,-0.8306151,-0.5580219,0.22665185,0.15129685,0.056050766,0.2935874,-0.6988429,-0.2826266,0.6394601,-0.15216634,-0.94319355,-0.5235046,-0.5911524,0.21653104,-0.1189823,-0.11078426,-0.35011512,0.31463122,0.0744403,-0.08632555,-0.5311662,0.73473465,0.7113308,0.61395884,-0.17074168,-0.16118059,0.29859167,-0.50442386
Q8NEU8,0.04843262,-0.033567622,0.009978298,0.07946998,-0.028062321,0.006276455,-0.059577167,-0.01826442,0.15924242,-0.13963549,-0.27290988,0.0052995905,-0.074235655,-0.27675825,-0.049201056,-0.029955681,0.08068415,0.12734328,0.04827601,-0.11520511,-0.20492001,-0.1256834,-0.13891108,-0.0035859458,-0.1643827,0.018956762,0.14832047,0.0275691,0.060746673,-0.10431593,-0.23210727,-0.3116951
P0A6F1,0.6777194,0.19658132,0.9892196,-0.38946608,-0.9459277,-0.63798654,0.2562707,0.23738647,0.03064524,0.30242425,-0.75599504,-0.41595715,0.74991536,-0.08035333,-1.0024915,-0.5713476,-0.67606765,0.21828304,-0.15295222,-0.106414266,-0.37891862,0.36408862,0.08149378,-0.14544246,-0.57317716,0.8257167,0.74232876,0.66799927,-0.20392194,-0.119111806,0.34766206,-0.49126583
P47897,0.5251895,0.1927592,0.92560035,-0.28777847,-0.8613561,-0.6203511,0.25725344,0.216869,0.06650032,0.14109346,-0.7382003,-0.26225594,0.66429895,-0.13951972,-0.9252402,-0.5541173,-0.6346995,0.15253076,-0.087904856,-0.15771365,-0.41100565,0.3422712,0.05591102,-0.09165684,-0.56382227,0.69446766,0.713102,0.51163757,-0.19556287,-0.1551941,0.27790037,-0.6019585
Q8N3Y7,0.48969817,0.17343612,0.8533615,-0.25969362,-0.7885832,-0.5573325,0.2251035,0.18127224,0.058247555,0.15510744,-0.6862109,-0.23783219,0.5980844,-0.16467999,-0.8567405,-0.50767434,-0.5803049,0.1591127,-0.071436524,-0.15237197,-0.37699816,0.30955428,0.044554606,-0.07675915,-0.52820706,0.6490774,0.6698203,0.4869454,-0.18032742,-0.15158974,0.25320378,-0.57460606
P18627,-0.40229464,-0.20379719,-0.8712515,0.43484613,0.785544,0.5342428,-0.3899299,-0.21197,0.1279492,-0.3554173,0.28548297,0.26899588,-0.7862872,-0.42420748,0.87388885,0.46223417,0.6443292,-0.0010920167,0.2742251,-0.17157315,0.0070536435,-0.47703242,-0.303559,0.13243817,0.19301978,-0.64188486,-0.39410368,-0.5249599,0.19877733,-0.0017446429,-0.63823336,-0.07392426
P55055,0.011282824,-0.108636685,-0.1661009,0.11029359,0.12557757,0.15024503,-0.1357902,-0.083592206,0.13403071,-0.04772751,-0.13494352,0.015038632,-0.21593235,-0.2947966,0.11995001,0.09022555,0.21000616,0.14755721,0.069567636,-0.08231442,-0.12298405,-0.20598783,-0.17278168,0.028885456,-0.07214069,-0.053690046,0.036234066,0.021949083,0.11930468,-0.07906103,-0.30120492,-0.18265039
O00472,-0.3252753,-0.17433655,-0.75526875,0.3687779,0.65516686,0.46831164,-0.3358894,-0.16579041,0.13822144,-0.35429043,0.17935109,0.1804024,-0.68161786,-0.37453142,0.758445,0.41109943,0.5881048,0.026162788,0.21231517,-0.13679779,-0.03544256,-0.4374251,-0.2992764,0.09550144,0.1452359,-0.547311,-0.33546314,-0.4434732,0.19660182,-0.0054741204,-0.60071814,-0.075322
P9WQN9,0.47632086,0.1634229,0.8071107,-0.25279105,-0.74341375,-0.5143858,0.20748019,0.14925423,0.05636247,0.1728631,-0.65603673,-0.22280097,0.5564205,-0.17938481,-0.82733303,-0.48035046,-0.53855616,0.16626514,-0.07126397,-0.14679384,-0.35359576,0.28787112,0.03971857,-0.064307645,-0.5019508,0.62503815,0.6482464,0.48055407,-0.17013124,-0.15530206,0.23738047,-0.544966
P0AFM6,0.6793643,0.04637891,0.72377074,-0.386996,-0.67805725,-0.31641522,0.10994897,0.0075097904,-0.03695428,0.6946922,-0.4966438,-0.3570191,0.5103573,-0.1727563,-0.8497969,-0.38071147,-0.43938816,0.3366872,-0.14430723,0.0060374998,-0.15633076,0.22030738,0.07119064,-0.05669275,-0.3803371,0.7888183,0.5997189,0.8301172,-0.096885204,-0.14038438,0.30209756,-0.20385063
A0A0H3L8I8,0.6788991,0.20852976,1.0196342,-0.38996106,-0.9807276,-0.67498505,0.26993555,0.27276498,0.03232603,0.2598961,-0.77766883,-0.4328585,0.7813677,-0.06372283,-1.0141134,-0.5913404,-0.70842403,0.20137677,-0.14868209,-0.119730085,-0.40319312,0.38378155,0.07818407,-0.15606667,-0.5934834,0.8315891,0.7521206,0.65203214,-0.21634096,-0.11161137,0.35331586,-0.5195894
Q93VT9,0.75957245,0.1297356,0.88555807,-0.4198987,-0.8825862,-0.50434935,0.18514511,0.1626668,-0.022279065,0.5598066,-0.6601309,-0.49034613,0.70134705,-0.068411715,-0.9528718,-0.48025408,-0.5953496,0.32072756,-0.19268727,0.0004025735,-0.26664346,0.29307693,0.077265844,-0.15768203,-0.4906518,0.8708132,0.6713489,0.8251331,-0.13983709,-0.10149701,0.34849212,-0.29906613
P19793,0.62975025,-0.016313516,0.5659391,-0.35328758,-0.51060325,-0.17966427,0.040859886,-0.09102488,-0.08070707,0.80522186,-0.35818833,-0.29348284,0.37012094,-0.21840572,-0.7156499,-0.28788576,-0.32463488,0.34579378,-0.10278526,0.020905066,-0.06239959,0.14508009,0.04647097,0.0029512104,-0.2826697,0.7116045,0.51753604,0.8124062,-0.053296298,-0.1384343,0.25303957,-0.10236488
